credit_score,credit_utilization,total_credit_limit,total_balance,total_monthly_debt_payments,total_open_accounts,credit_history_years,delinquencies_24m,derogatory_marks_any,recent_inquiries_6m,postal_code,residence_type,months_lived,monthly_housing_cost,area_median_income_annual,crime_index,marital_status,dependents_count,dependents_expense_monthly,employment_status,employment_duration_years,title,annual_income,monthly_income,purchase_amount,term_months,loan_status,DTI,PTI,HCR,ResidualMonthlyIncome,CreditVelocity
677.0,0.155,23806.451612903227,3690.0,326.08,14.0,31.0,6,True,1.0,088xx,mortgage,16,364.007101782376,,,married,0,0.0,part_time,,food service worker,19200.0,1600.0,1400.0,12,1,0.2037999999999999,0.0729166666666666,0.2275044386139849,909.9128982176242,0.4516129032258064
687.0,0.8190000000000001,56688.64468864469,46428.0,3398.9583333333335,13.0,42.0,0,False,0.0,770xx,mortgage,46,1590.9716025805462,,,single,1,314.2377296920458,full_time,10.0,Sr Business Analyst,125000.0,10416.666666666666,2916.6666666666665,3,0,0.3263,0.0933333333333333,0.1527332738477324,5426.736730752786,0.3095238095238095
697.0,0.684,14608.187134502925,9992.0,295.125,10.0,33.0,0,False,0.0,640xx,rent,26,1193.1051258647965,,,single,0,0.0,part_time,0.5,Software Developer,45000.0,3750.0,2166.6666666666665,6,0,0.0787,0.0962962962962962,0.318161366897279,2261.7698741352037,0.303030303030303
707.0,0.428,55880.84112149533,23917.0,929.0,15.0,29.0,0,True,0.0,100xx,own,21,,,,divorced,0,0.0,full_time,10.0,Handyman,60000.0,5000.0,6666.666666666666,12,1,0.1858,0.1111111111111111,,,0.5172413793103449
662.0,0.612,7495.098039215686,4587.0,828.9136,6.0,26.0,0,False,1.0,282xx,rent,49,897.1054168711802,,,single,0,0.0,full_time,7.0,Live Nursery Specialist,33312.0,2776.0,2391.6666666666665,12,0,0.2986,0.0717959494076208,0.323164775529964,1049.9809831288198,0.2307692307692307
707.0,0.5429999999999999,19696.132596685085,10695.0,578.2333333333333,9.0,21.0,0,False,0.0,734xx,rent,59,823.3285476012568,,,single,3,1408.285886457354,full_time,10.0,trailer locator,38000.0,3166.6666666666665,797.5,3,1,0.1826,0.0839473684210526,0.2599984887161863,1765.1047857320766,0.4285714285714285
722.0,0.3379999999999999,24260.3550295858,8200.0,605.1136,7.0,27.0,0,False,0.0,750xx,rent,71,1436.6464478585551,,,married,0,0.0,full_time,2.0,Tyler Technologies,49872.0,4156.0,700.0,3,0,0.1456,0.0561437279435354,0.3456800885126456,2114.2399521414445,0.2592592592592592
707.0,0.418,14586.124401913876,6097.0,1205.25,12.0,22.0,0,False,0.0,953xx,own,69,,,,single,0,0.0,full_time,6.0,Foreman,90000.0,7500.0,416.66666666666663,3,1,0.1607,0.0185185185185185,,,0.5454545454545454
732.0,0.546,21086.080586080585,11513.0,1160.675,8.0,34.0,0,False,0.0,100xx,rent,95,1086.2452407378737,,,married,0,0.0,full_time,9.0,Director of Arts Workshop Programs,51000.0,4250.0,3333.333333333333,12,0,0.2731,0.065359477124183,0.255587115467735,2003.079759262126,0.2352941176470588
667.0,0.286,3370.6293706293704,964.0,863.3333333333334,5.0,32.0,2,False,1.0,391xx,mortgage,76,1688.030010175039,,,married,2,935.392305505594,full_time,3.0,Managing Partner,80000.0,6666.666666666667,833.3333333333333,6,0,0.1295,0.0208333333333333,0.2532045015262558,4115.303323158295,0.15625
687.0,0.5579999999999999,26910.39426523298,15016.0,838.0000000000001,11.0,20.0,0,False,1.0,953xx,own,13,,,,single,0,0.0,part_time,0.5,Owner,40000.0,3333.3333333333335,1800.0,6,0,0.2514,0.09,,,0.55
707.0,0.3829999999999999,39571.80156657964,15156.0,756.0,11.0,24.0,0,False,0.0,750xx,mortgage,5,2269.989253038589,,,single,0,0.0,full_time,10.0,Software Engineer,120000.0,10000.0,1666.6666666666663,6,0,0.0756,0.0277777777777777,0.2269989253038589,6974.01074696141,0.4583333333333333
682.0,0.1989999999999999,10402.010050251258,2070.0,96.98333333333332,8.0,18.0,0,False,2.0,295xx,mortgage,67,720.8672499770548,,,single,0,0.0,full_time,6.0,Time Warner Cable,46000.0,3833.3333333333335,666.6666666666666,3,0,0.0253,0.0579710144927536,0.1880523260809708,3015.4827500229458,0.4444444444444444
667.0,0.595,17697.47899159664,10530.0,697.0833333333333,10.0,25.0,0,False,1.0,081xx,mortgage,105,1526.1851998253856,,,married,0,0.0,full_time,8.0,"Osiris Group, Inc.",70000.0,5833.333333333333,1333.3333333333333,3,0,0.1195,0.0761904761904761,0.2616317485414947,3610.0648001746144,0.4
742.0,0.4039999999999999,45715.34653465347,18469.0,855.1999999999999,16.0,29.0,1,False,1.0,993xx,mortgage,25,1121.159476913676,,,single,3,907.2926848138898,full_time,10.0,qa tech,48000.0,4000.0,293.75,3,1,0.2138,0.0244791666666666,0.280289869228419,2023.640523086324,0.5517241379310345
672.0,0.6940000000000001,31515.850144092215,21872.0,898.0,17.0,28.0,0,False,0.0,370xx,rent,61,1129.0745553110337,,,single,2,967.6462861114636,part_time,0.5,Financial Advisor,48000.0,4000.0,2400.0,12,1,0.2245,0.05,0.2822686388277584,1972.9254446889663,0.6071428571428571
682.0,0.923,23790.899241603467,21959.0,1641.375,11.0,22.0,1,False,2.0,871xx,rent,19,3902.965352571486,,,single,1,439.14973779692343,full_time,1.0,Optical Atomic Technician,135000.0,11250.0,4800.0,12,0,0.1459,0.0355555555555555,0.3469302535619099,5705.659647428514,0.5
692.0,0.867,38094.579008073815,33028.0,1422.1666666666667,8.0,39.0,0,False,1.0,852xx,mortgage,96,1520.6793530267046,,,single,0,0.0,full_time,6.0,Senior Environmental Risk Analyst,115000.0,9583.333333333334,4000.0,6,0,0.1484,0.0695652173913043,0.1586795846636561,6640.487313639962,0.2051282051282051
687.0,0.65,15209.23076923077,9886.0,842.9166666666667,14.0,31.0,0,False,0.0,123xx,mortgage,92,1029.2802260429523,,,single,0,0.0,full_time,10.0,Administrative Assistant,50000.0,4166.666666666667,566.25,3,1,0.2023,0.0453,0.2470272542503085,2294.469773957047,0.4516129032258064
737.0,0.191,20041.884816753925,3828.0,977.11575,16.0,19.0,1,False,0.0,604xx,rent,84,1022.521769220778,,,single,0,0.0,full_time,5.0,Field Technology Specialist,39546.0,3295.5,1357.5,6,1,0.2965,0.0686542254589591,0.3102781882023298,1295.862480779222,0.8421052631578947
672.0,0.7440000000000001,22606.18279569892,16819.0,1011.9083333333334,15.0,31.0,0,False,0.0,331xx,rent,82,1616.3041444967407,,,single,2,633.0993680141224,full_time,2.0,Sabadell Miami Branch,66500.0,5541.666666666667,3333.333333333333,6,0,0.1826,0.100250626566416,0.2916639057738479,2913.4541888365925,0.4838709677419355
682.0,0.532,5103.383458646616,2715.0,1224.3,7.0,21.0,0,False,0.0,967xx,rent,114,1118.915553266159,,,single,0,0.0,full_time,10.0,Loan Documentation Supervisor,44000.0,3666.6666666666665,1200.0,6,0,0.3339,0.0545454545454545,0.305158787254407,1323.451113400508,0.3333333333333333
717.0,0.266,57154.13533834586,15203.0,258.0,12.0,23.0,0,False,1.0,255xx,own,96,,,,divorced,0,0.0,full_time,5.0,Laborer,60000.0,5000.0,600.0,3,0,0.0516,0.04,,,0.5217391304347826
687.0,0.3289999999999999,9693.009118541037,3189.0,1209.2833333333333,10.0,22.0,1,True,0.0,088xx,rent,1,1550.097711643315,,,single,1,406.8692550058926,full_time,10.0,security gaurd,74000.0,6166.666666666667,1306.25,3,1,0.1961,0.0706081081081081,0.2513671964826997,3407.285621690018,0.4545454545454545
662.0,0.535,37194.39252336448,19899.0,1194.5833333333337,7.0,15.0,0,False,0.0,191xx,rent,102,1422.152396774018,,,single,1,451.4162404084911,full_time,6.0,Yeoman second class,50000.0,4166.666666666667,3200.0,12,0,0.2867,0.064,0.3413165752257642,1549.9309365593156,0.4666666666666667
732.0,0.74,37208.10810810811,27534.0,1248.0553333333337,7.0,24.0,0,False,0.0,775xx,own,17,,,,single,0,0.0,full_time,10.0,Engineer - sales - technical Service,82744.0,6895.333333333333,2000.0,3,0,0.181,0.0966837474620516,,,0.2916666666666667
667.0,0.5760000000000001,43369.791666666664,24981.0,1228.15,23.0,22.0,0,False,3.0,935xx,mortgage,12,1498.5182315507764,,,divorced,0,0.0,full_time,10.0,TECHNICIAN,66000.0,5500.0,1250.0,3,0,0.2232999999999999,0.0757575757575757,0.2724578602819593,2773.331768449224,1.0454545454545454
682.0,0.597,24686.76716917923,14738.0,613.9583333333333,13.0,20.0,0,False,0.0,660xx,rent,51,708.9898038909638,,,married,3,1264.8527097251313,full_time,3.0,Emprise Bank,25000.0,2083.3333333333335,1333.3333333333333,6,0,0.2946999999999999,0.1066666666666666,0.3403151058676626,760.3851961090364,0.65
692.0,0.987,38293.81965552178,37796.0,1019.6666666666666,7.0,25.0,1,False,0.0,440xx,mortgage,30,1360.4636574744472,,,single,1,409.4892613798223,full_time,10.0,facilities maintenance supervisor,70000.0,5833.333333333333,500.0,3,0,0.1748,0.0285714285714285,0.2332223412813338,3453.203009192219,0.28
717.0,0.597,36020.10050251256,21504.0,1087.1833333333334,9.0,32.0,0,False,1.0,121xx,rent,4,1060.4326061807117,,,married,1,313.24719557037315,full_time,10.0,toolmaker,43000.0,3583.3333333333335,1000.0,3,0,0.3034,0.0930232558139534,0.2959346807946172,1435.7173938192884,0.28125
682.0,0.5379999999999999,36973.97769516729,19892.0,1930.0666666666668,12.0,23.0,0,False,3.0,497xx,mortgage,34,1377.6848317587776,,,single,0,0.0,full_time,5.0,Firefighter,68000.0,5666.666666666667,5000.0,12,1,0.3406,0.0735294117647058,0.2431208526633136,2358.915168241223,0.5217391304347826
692.0,0.508,44938.97637795276,22829.0,1426.8333333333333,18.0,20.0,0,False,0.0,541xx,mortgage,115,134.51054896248112,,,single,0,0.0,part_time,,Reseceptionist,7000.0,583.3333333333334,800.0,3,0,2.4459999999999997,0.4571428571428571,0.2305895125071105,-978.010548962481,0.9
712.0,0.52,30688.46153846154,15958.0,1153.875,11.0,21.0,0,False,0.0,080xx,mortgage,67,1054.3036527306097,,,single,3,1261.1612373245762,full_time,10.0,Stylist / Manager,45000.0,3750.0,4566.666666666666,12,0,0.3077,0.1014814814814814,0.2811476407281625,1541.8213472693903,0.5238095238095238
727.0,0.474,6898.73417721519,3270.0,316.00000000000006,3.0,23.0,0,False,0.0,164xx,rent,78,707.5248783275388,,,single,0,0.0,full_time,10.0,Food Wholesaler,30000.0,2500.0,541.6666666666666,6,0,0.1264,0.0361111111111111,0.2830099513310155,1476.4751216724612,0.1304347826086956
667.0,0.679,32787.923416789396,22263.0,1094.35,8.0,22.0,0,False,2.0,730xx,rent,56,2138.9081393868983,,,married,0,0.0,part_time,,,86000.0,7166.666666666667,2916.6666666666665,3,1,0.1527,0.1356589147286821,0.298452298519102,3933.408527279768,0.3636363636363636
682.0,0.62,16324.193548387097,10121.0,1065.3666666666668,8.0,26.0,1,False,2.0,871xx,mortgage,26,803.4294822402135,,,single,1,479.04136753743984,full_time,10.0,electrician,62000.0,5166.666666666667,1666.6666666666663,6,1,0.2062,0.053763440860215,0.1555024804335897,3297.8705177597867,0.3076923076923077
667.0,0.884,7797.511312217194,6893.0,649.0000000000001,4.0,24.0,0,True,0.0,330xx,mortgage,107,1129.9336953831703,,,single,0,0.0,full_time,3.0,Source Document Supervisor,59000.0,4916.666666666667,2800.0,12,0,0.132,0.047457627118644,0.2298170227897973,3137.7329712834967,0.1666666666666666
682.0,0.471,13494.692144373672,6356.0,654.85,7.0,22.0,0,False,1.0,370xx,rent,64,969.2351308322832,,,single,0,0.0,full_time,8.0,Machining tech,42000.0,3500.0,3141.6666666666665,12,0,0.1871,0.0748015873015873,0.2769243230949381,1875.914869167717,0.3181818181818182
667.0,0.512,22292.96875,11414.0,1449.8166666666668,9.0,18.0,0,True,0.0,853xx,rent,67,2256.6563688756296,,,single,0,0.0,full_time,10.0,Sales Trainer,86000.0,7166.666666666667,2240.0,12,0,0.2023,0.0260465116279069,0.3148822840291576,3460.1936311243708,0.5
717.0,0.391,17918.158567774935,7006.0,512.1999999999999,12.0,31.0,0,True,1.0,553xx,mortgage,57,1116.9972260437596,,,single,0,0.0,full_time,10.0,Call Center Supervisor,52000.0,4333.333333333333,741.25,3,1,0.1181999999999999,0.0570192307692307,0.257768590625483,2704.1361072895734,0.3870967741935484
727.0,0.349,6106.017191977077,2131.0,333.0833333333333,8.0,21.0,0,False,1.0,321xx,rent,35,777.0775243965396,,,married,1,404.6130849538239,part_time,0.5,Golf Cart Sales ,35000.0,2916.6666666666665,127.08333333333331,3,0,0.1142,0.0145238095238095,0.2664265797930993,1806.5058089367935,0.3809523809523809
682.0,0.3339999999999999,21395.209580838327,7146.0,1995.9333333333336,15.0,27.0,1,False,2.0,338xx,rent,64,2177.830120661263,,,married,0,0.0,part_time,0.5,Rv tech,98000.0,8166.666666666667,4533.333333333333,12,0,0.2444,0.0462585034013605,0.2666730759993383,3992.9032126720704,0.5555555555555556
672.0,0.856,12405.373831775702,10619.0,888.375,10.0,35.0,2,True,0.0,921xx,mortgage,68,2021.23296927182,,,married,2,736.832699486363,full_time,5.0,Office Manager,103000.0,8583.333333333334,333.3333333333333,6,0,0.1035,0.0064724919093851,0.2354834527306974,5673.7253640615145,0.2857142857142857
712.0,0.527,17185.958254269448,9057.0,999.9166666666669,8.0,22.0,0,False,1.0,460xx,mortgage,13,1804.7765725522115,,,married,0,0.0,full_time,4.0,SALES MANAGER,130000.0,10833.333333333334,416.66666666666663,3,1,0.0923,0.0128205128205128,0.166594760543281,8028.640094114457,0.3636363636363636
722.0,0.4479999999999999,66285.71428571429,29696.0,981.5,17.0,18.0,0,False,0.0,617xx,own,8,,,,single,0,0.0,full_time,2.0,Professional hockey player,60000.0,5000.0,2666.6666666666665,6,0,0.1963,0.0888888888888888,,,0.9444444444444444
687.0,0.4479999999999999,8102.6785714285725,3630.0,145.95000000000002,13.0,14.0,0,False,0.0,900xx,rent,20,469.27960044024945,,,divorced,0,0.0,part_time,0.5,Front Desk Host,21000.0,1750.0,1666.6666666666663,12,0,0.0834,0.0793650793650793,0.2681597716801425,1134.7703995597506,0.9285714285714286
742.0,0.248,45790.32258064516,11356.0,284.0,6.0,27.0,1,False,0.0,550xx,mortgage,97,1018.1101838208403,,,married,2,826.0532734356835,full_time,10.0,Container Graphics Corporation,80000.0,6666.666666666667,2916.6666666666665,3,0,0.0426,0.1458333333333333,0.152716527573126,5364.556482845826,0.2222222222222222
662.0,0.278,17485.611510791365,4861.0,821.9105999999999,10.0,17.0,3,False,5.0,782xx,rent,37,1656.8594784863017,,,single,0,0.0,part_time,,,61992.0,5166.0,1666.6666666666663,6,1,0.1591,0.053770378973631,0.3207238634313398,2687.229921513698,0.5882352941176471
712.0,0.652,270944.7852760736,176656.0,2191.25,9.0,26.0,1,False,2.0,928xx,mortgage,51,3255.832941796355,,,divorced,2,780.3357485616528,full_time,10.0,President,150000.0,12500.0,2100.0,6,0,0.1753,0.028,0.2604666353437084,7052.917058203645,0.3461538461538461
662.0,0.913,14295.728368017526,13052.0,513.0382845833334,8.0,24.0,0,True,0.0,641xx,mortgage,101,1331.6907461455485,,,married,0,0.0,full_time,3.0,Grantham University,53674.45,4472.870833333333,2333.333333333333,12,0,0.1147,0.043471956085872,0.2977261798443502,2628.1418026044516,0.3333333333333333
672.0,0.57,20891.22807017544,11908.0,1357.0000000000002,15.0,24.0,0,True,1.0,726xx,mortgage,74,1352.1400864485086,,,single,0,0.0,full_time,10.0,DAVIE MEDICAL EQUIPMENT,60000.0,5000.0,1266.6666666666663,3,0,0.2714,0.0844444444444444,0.2704280172897017,2290.859913551491,0.625
817.0,0.054,23722.22222222222,1281.0,577.4934000000001,10.0,20.0,0,False,0.0,895xx,mortgage,43,1594.8185435228932,,,divorced,0,0.0,full_time,10.0,Nurse Practicioner,123528.0,10294.0,4000.0,6,0,0.0561,0.0647626449064179,0.1549270005365157,8121.688056477107,0.5
672.0,0.102,23872.549019607846,2435.0,756.0416666666667,17.0,30.0,1,True,1.0,481xx,own,85,,,,single,3,1175.3933928102078,full_time,5.0,Sales,95000.0,7916.666666666667,2500.0,6,0,0.0955,0.0526315789473684,,,0.5666666666666667
727.0,0.524,7503.816793893129,3932.0,235.8992,6.0,20.0,0,False,0.0,930xx,rent,86,624.8790147746082,,,divorced,0,0.0,full_time,6.0,Citibank  N.A.,29004.0,2417.0,125.0,3,0,0.0975999999999999,0.0172390015170321,0.2585349668078643,1556.221785225392,0.3
677.0,0.556,5895.68345323741,3278.0,833.0,8.0,28.0,0,False,0.0,750xx,rent,29,1562.4879935255262,,,single,1,417.4907208468149,part_time,0.5,Property Manager,60000.0,5000.0,250.0,3,1,0.1666,0.0166666666666666,0.3124975987051052,2604.5120064744738,0.2857142857142857
